testCaseId,faulty,faultyReason,fulfillsDependencies,operationId,path,httpMethod,inputContentType,outputContentType,headerParameters,pathParameters,queryParameters,formParameters,bodyParameter
test_1hrrkgevz3gbm_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;redeem_by=1636793957;percent_off=7;,
test_1k25lme4wmy42_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;max_redemptions=59;percent_off=58;,
test_1iukxm56vpd0z_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=36;currency=kmf;id=LiH6zgARfvRFtLos9;amount_off=12;,
test_urk4lroey3xf_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;name=uneasily;percent_off=73;id=XRcCiGRbAgwr8LRK2;,
test_1iuvhm4kjrxpd_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;currency=nio;amount_off=94;,
test_1ji7rjmwmm437_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;currency=etb;percent_off=40;,
test_1hvb0wwwgkkme_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;max_redemptions=26;currency=all;id=UnCgZltfMKzwIGiSuQ;amount_off=24;,
test_urp47efkr8s4_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1635461013;duration_in_months=96;name=scrupulously;currency=isk;percent_off=14;,
test_r1fmy453k679_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1628597261;max_redemptions=71;name=recently;currency=fkp;percent_off=75;id=npUikjZ86DiY4SUcduXb;,
test_1hrgy6q11p16b_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;name=fully;currency=bob;percent_off=38;,
test_qhw4nj15iwyq_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=88;max_redemptions=76;currency=szl;amount_off=59;,
test_ure0c2furk1e_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1638009914;duration_in_months=85;max_redemptions=25;name=fucking;currency=czk;id=0JddPQVNPTncXo5;amount_off=12;,
test_1je9vy3pfnyuo_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;max_redemptions=78;name=callously;percent_off=9;id=bFZUXptKwJ6s2sBIFQy;,
test_qe4csogdegkj_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1633715393;duration_in_months=50;max_redemptions=55;currency=aoa;percent_off=73;,
test_us07p6cjdyd5_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=2;max_redemptions=25;currency=sos;amount_off=92;,
test_qxyxhow6o4ds_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;name=self-conceitedly;currency=uah;id=sduNdRqFnj41xewsdRH6;amount_off=42;,
test_1h84tkbdutyyb_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1626380274;max_redemptions=14;name=superficially;currency=dop;amount_off=35;,
test_t89nru8qpgf9_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;max_redemptions=31;currency=egp;amount_off=21;,
test_1jewkj9gvaaly_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;redeem_by=1628851519;currency=amd;percent_off=43;,
test_1jiajbmno4kz7_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;max_redemptions=60;name=hesitatingly;currency=bdt;percent_off=63;,
test_u855uzeg3r6t_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=88;max_redemptions=76;name=synergistically;currency=gel;percent_off=53;id=ihY7OBtmw0dph7j2;,
test_1h7fuvln2zbqs_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;max_redemptions=66;percent_off=78;id=iqss4dten0p8mtrJAHIw;,
test_urmb9ksqj3a9_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1631827822;max_redemptions=62;percent_off=17;id=WaIPdkUTbJiQrzGZ;,
test_1jylm2568xaht_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;redeem_by=1626376658;currency=mop;id=QOf7Frq8zx4yeJ2;amount_off=35;,
test_1iuspdezsjqk6_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;name=hereinbefore;currency=gyd;amount_off=45;,
test_1ib3q6r89r9kg_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1645467311;name=topologically;percent_off=12;id=PIzZGXWMYHEl9nYKIx;,
test_s4pkez5mkchk_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1646772143;duration_in_months=54;max_redemptions=80;currency=pyg;percent_off=98;,
test_1k1uiimko3ne8_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1642824061;duration_in_months=81;name=undoubtedly;currency=sll;id=qNl4kmiYXFFN593EiK;amount_off=32;,
test_urp5dff6vskj_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;name=mellowly;currency=fjd;amount_off=53;,
test_to7bjsohoras_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=64;currency=nio;amount_off=80;,
test_t4tg8cx79qhu_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=83;max_redemptions=4;currency=zmw;id=Evi1uvcgBR6yOydDKvh6;amount_off=57;,
test_qe73ehc9tw11_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;name=some;currency=bzd;percent_off=95;,
test_1hb7nftp8lxdf_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1635043644;duration_in_months=67;max_redemptions=18;name=believably;percent_off=86;id=aNJ6ARr1rKp9AYfM;,
test_qhnt9gp3qrea_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;max_redemptions=36;currency=bwp;id=gxQ5dtdsycsLiGZ;amount_off=26;,
test_1hravjlywsep1_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1641406883;max_redemptions=79;currency=kgs;percent_off=50;,
test_1hv37lb4bjdbq_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=73;max_redemptions=37;name=thermally;currency=kgs;id=7WT5zpPu1gCAGrghAOWo;amount_off=40;,
test_1hb7oxhptdk50_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=4;max_redemptions=64;currency=myr;id=yFneotP4uCb8IUtg;amount_off=54;,
test_1jia082bu796a_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=9;max_redemptions=81;percent_off=3;,
test_1iepgvrhky4vp_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1624682771;max_redemptions=70;currency=uyu;amount_off=37;,
test_1h84sdyiwcvg2_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=60;max_redemptions=23;name=slantwise;currency=rwf;id=kWjVsdJE9Edf8ZOX;amount_off=91;,
test_1iuw0pgm5rpyx_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;max_redemptions=60;name=dogmatically;percent_off=84;id=47tA8mQRMQs4aX2v;,
test_trwwznpa0zef_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;currency=mxn;id=19WRBGER8bzd2ZJ;amount_off=87;,
test_s162poeh9t11_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;redeem_by=1648235780;currency=top;amount_off=88;,
test_1jyb0vz9ovho4_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;name=vigorously;currency=afn;amount_off=12;,
test_r17tk5kirqcz_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=57;name=dimly;percent_off=72;,
test_u8apvks6ugdf_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1639220903;duration_in_months=39;max_redemptions=55;name=expediently;currency=cdf;amount_off=37;,
test_1h7ts0iodu9mf_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=85;percent_off=26;id=mRKQ4XlKOqBvYYFsy9;,
test_rhb0vl2me2xx_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=83;currency=nad;id=DqYQ34IUXQyjyNgX;amount_off=58;,
test_vb92jr3fdhkl_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=forever;max_redemptions=52;percent_off=73;id=KfwwCdVPiL2AHpgj;,
test_us30mvm1wmcy_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;redeem_by=1623238293;duration_in_months=43;percent_off=30;,
test_vbmzrskxiq0j_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=100;max_redemptions=17;currency=yer;percent_off=54;,
test_1iupxzvqr5fty_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=once;redeem_by=1634175471;name=politically;percent_off=20;,
test_1iv4bn3cbdug4_PostCoupons,False,none,True,PostCoupons,/coupons,POST,application/x-www-form-urlencoded,application/json,Authorization=Bearer+sk_test_;,,,duration=repeating;duration_in_months=71;max_redemptions=65;name=unwantedly;currency=rsd;amount_off=51;,
